id,split,hidden_state_method
squad-validation-942,train,answer_mean
squad-validation-943,train,answer_mean
squad-validation-944,train,answer_mean
squad-validation-945,train,answer_mean
squad-validation-948,train,answer_mean
squad-validation-949,train,answer_mean
squad-validation-950,train,answer_mean
squad-validation-951,train,answer_mean
squad-validation-952,train,answer_mean
squad-validation-953,train,answer_mean
squad-validation-957,train,answer_mean
squad-validation-959,train,answer_mean
squad-validation-960,train,answer_mean
squad-validation-961,train,answer_mean
squad-validation-962,train,answer_mean
squad-validation-965,train,answer_mean
squad-validation-968,train,answer_mean
squad-validation-969,train,answer_mean
squad-validation-972,train,answer_mean
squad-validation-975,train,answer_mean
squad-validation-976,train,answer_mean
squad-validation-977,train,answer_mean
squad-validation-979,train,answer_mean
squad-validation-981,train,answer_mean
squad-validation-984,train,answer_mean
squad-validation-985,train,answer_mean
squad-validation-987,train,answer_mean
squad-validation-991,train,answer_mean
squad-validation-993,train,answer_mean
squad-validation-995,train,answer_mean
squad-validation-996,train,answer_mean
squad-validation-997,train,answer_mean
squad-validation-0,validation,answer_mean
squad-validation-2,validation,answer_mean
squad-validation-7,validation,answer_mean
squad-validation-15,validation,answer_mean
squad-validation-19,validation,answer_mean
squad-validation-21,validation,answer_mean
squad-validation-51,validation,answer_mean
squad-validation-55,validation,answer_mean
squad-validation-59,validation,answer_mean
squad-validation-60,validation,answer_mean
squad-validation-62,validation,answer_mean
squad-validation-69,validation,answer_mean
squad-validation-70,validation,answer_mean
squad-validation-72,validation,answer_mean
squad-validation-77,validation,answer_mean
squad-validation-87,validation,answer_mean
squad-validation-96,validation,answer_mean
squad-validation-100,validation,answer_mean
squad-validation-108,validation,answer_mean
squad-validation-111,validation,answer_mean
squad-validation-123,validation,answer_mean
squad-validation-128,validation,answer_mean
squad-validation-131,validation,answer_mean
squad-validation-135,validation,answer_mean
squad-validation-143,validation,answer_mean
squad-validation-165,validation,answer_mean
squad-validation-168,validation,answer_mean
squad-validation-169,validation,answer_mean
squad-validation-170,validation,answer_mean
squad-validation-182,validation,answer_mean
squad-validation-187,validation,answer_mean
squad-validation-194,validation,answer_mean
squad-validation-205,validation,answer_mean
squad-validation-218,validation,answer_mean
squad-validation-219,validation,answer_mean
squad-validation-230,validation,answer_mean
squad-validation-235,validation,answer_mean
squad-validation-242,validation,answer_mean
squad-validation-243,validation,answer_mean
squad-validation-245,validation,answer_mean
squad-validation-246,validation,answer_mean
squad-validation-248,validation,answer_mean
squad-validation-253,validation,answer_mean
squad-validation-254,validation,answer_mean
squad-validation-255,validation,answer_mean
squad-validation-285,validation,answer_mean
squad-validation-292,validation,answer_mean
squad-validation-305,validation,answer_mean
squad-validation-314,validation,answer_mean
squad-validation-319,validation,answer_mean
squad-validation-331,validation,answer_mean
squad-validation-338,validation,answer_mean
squad-validation-346,validation,answer_mean
squad-validation-347,validation,answer_mean
squad-validation-362,validation,answer_mean
squad-validation-371,validation,answer_mean
squad-validation-382,validation,answer_mean
squad-validation-399,validation,answer_mean
squad-validation-412,validation,answer_mean
squad-validation-416,validation,answer_mean
squad-validation-420,validation,answer_mean
squad-validation-433,validation,answer_mean
squad-validation-441,validation,answer_mean
squad-validation-448,validation,answer_mean
squad-validation-453,validation,answer_mean
squad-validation-462,validation,answer_mean
squad-validation-465,validation,answer_mean
squad-validation-478,validation,answer_mean
squad-validation-484,validation,answer_mean
squad-validation-486,validation,answer_mean
squad-validation-492,validation,answer_mean
squad-validation-497,validation,answer_mean
squad-validation-498,validation,answer_mean
squad-validation-500,validation,answer_mean
squad-validation-512,validation,answer_mean
squad-validation-519,validation,answer_mean
squad-validation-526,validation,answer_mean
squad-validation-529,validation,answer_mean
squad-validation-540,validation,answer_mean
squad-validation-543,validation,answer_mean
squad-validation-545,validation,answer_mean
squad-validation-552,validation,answer_mean
squad-validation-553,validation,answer_mean
squad-validation-562,validation,answer_mean
squad-validation-563,validation,answer_mean
squad-validation-567,validation,answer_mean
squad-validation-569,validation,answer_mean
squad-validation-584,validation,answer_mean
squad-validation-590,validation,answer_mean
squad-validation-602,validation,answer_mean
squad-validation-613,validation,answer_mean
squad-validation-621,validation,answer_mean
squad-validation-640,validation,answer_mean
squad-validation-646,validation,answer_mean
squad-validation-661,validation,answer_mean
squad-validation-667,validation,answer_mean
squad-validation-669,validation,answer_mean
squad-validation-674,validation,answer_mean
squad-validation-675,validation,answer_mean
squad-validation-685,validation,answer_mean
squad-validation-687,validation,answer_mean
squad-validation-689,validation,answer_mean
squad-validation-705,validation,answer_mean
squad-validation-706,validation,answer_mean
squad-validation-709,validation,answer_mean
squad-validation-715,validation,answer_mean
squad-validation-717,validation,answer_mean
squad-validation-724,validation,answer_mean
squad-validation-725,validation,answer_mean
squad-validation-728,validation,answer_mean
squad-validation-730,validation,answer_mean
squad-validation-734,validation,answer_mean
squad-validation-749,validation,answer_mean
squad-validation-751,validation,answer_mean
squad-validation-753,validation,answer_mean
squad-validation-755,validation,answer_mean
squad-validation-767,validation,answer_mean
squad-validation-780,validation,answer_mean
squad-validation-784,validation,answer_mean
squad-validation-796,validation,answer_mean
squad-validation-798,validation,answer_mean
squad-validation-808,validation,answer_mean
squad-validation-814,validation,answer_mean
squad-validation-827,validation,answer_mean
squad-validation-829,validation,answer_mean
squad-validation-831,validation,answer_mean
squad-validation-834,validation,answer_mean
squad-validation-844,validation,answer_mean
squad-validation-855,validation,answer_mean
squad-validation-865,validation,answer_mean
squad-validation-866,validation,answer_mean
squad-validation-869,validation,answer_mean
squad-validation-872,validation,answer_mean
squad-validation-874,validation,answer_mean
squad-validation-886,validation,answer_mean
squad-validation-894,validation,answer_mean
squad-validation-897,validation,answer_mean
squad-validation-912,validation,answer_mean
squad-validation-923,validation,answer_mean
squad-validation-933,validation,answer_mean
squad-validation-938,validation,answer_mean
squad-validation-946,validation,answer_mean
squad-validation-966,validation,answer_mean
squad-validation-967,validation,answer_mean
squad-validation-971,validation,answer_mean
squad-validation-973,validation,answer_mean
squad-validation-980,validation,answer_mean
squad-validation-988,validation,answer_mean
squad-validation-989,validation,answer_mean
squad-validation-999,validation,answer_mean
squad-validation-3,test,answer_mean
squad-validation-6,test,answer_mean
squad-validation-11,test,answer_mean
squad-validation-25,test,answer_mean
squad-validation-27,test,answer_mean
squad-validation-30,test,answer_mean
squad-validation-32,test,answer_mean
squad-validation-44,test,answer_mean
squad-validation-46,test,answer_mean
squad-validation-48,test,answer_mean
squad-validation-57,test,answer_mean
squad-validation-65,test,answer_mean
squad-validation-67,test,answer_mean
squad-validation-71,test,answer_mean
squad-validation-73,test,answer_mean
squad-validation-80,test,answer_mean
squad-validation-81,test,answer_mean
squad-validation-89,test,answer_mean
squad-validation-93,test,answer_mean
squad-validation-94,test,answer_mean
squad-validation-95,test,answer_mean
squad-validation-99,test,answer_mean
squad-validation-103,test,answer_mean
squad-validation-104,test,answer_mean
squad-validation-112,test,answer_mean
squad-validation-114,test,answer_mean
squad-validation-117,test,answer_mean
squad-validation-127,test,answer_mean
squad-validation-141,test,answer_mean
squad-validation-142,test,answer_mean
squad-validation-146,test,answer_mean
squad-validation-156,test,answer_mean
squad-validation-159,test,answer_mean
squad-validation-161,test,answer_mean
squad-validation-163,test,answer_mean
squad-validation-166,test,answer_mean
squad-validation-167,test,answer_mean
squad-validation-175,test,answer_mean
squad-validation-196,test,answer_mean
squad-validation-203,test,answer_mean
squad-validation-214,test,answer_mean
squad-validation-216,test,answer_mean
squad-validation-217,test,answer_mean
squad-validation-220,test,answer_mean
squad-validation-223,test,answer_mean
squad-validation-224,test,answer_mean
squad-validation-225,test,answer_mean
squad-validation-228,test,answer_mean
squad-validation-233,test,answer_mean
squad-validation-234,test,answer_mean
squad-validation-238,test,answer_mean
squad-validation-250,test,answer_mean
squad-validation-252,test,answer_mean
squad-validation-257,test,answer_mean
squad-validation-269,test,answer_mean
squad-validation-270,test,answer_mean
squad-validation-271,test,answer_mean
squad-validation-273,test,answer_mean
squad-validation-274,test,answer_mean
squad-validation-276,test,answer_mean
squad-validation-281,test,answer_mean
squad-validation-284,test,answer_mean
squad-validation-296,test,answer_mean
squad-validation-300,test,answer_mean
