id,dataset,split,question,context,accepted_answers,model_answer,auto_correctness_label,manual_correctness_label,raw_generation_confidence,hidden_state_method,run_id,review_notes
triviaqa-rc.nocontext-validation-10,triviaqa_rc_nocontext_validation_1000,train,In which decade did stereo records first go on sale?,,1930s | 1930’s | Thirties | 1930s literature | Nineteen-thirties | 1930–1939 | 1930-1939 | '30s | 1930's | %6030s | 1930s (decade) | The Thirties | 30s | nineteen thirties | 1930 1939 | 1930s decade | 1930 s | 6030s,1950s,0,,0.9302992191776834,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-11,triviaqa_rc_nocontext_validation_1000,test,In what year's Olympics were electric timing devices and a public-address system used for the first time?,,"In 1912, in Stockholm | in 1912 in stockholm",1932 Los Angeles Olympics,0,,0.9650688433931015,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-12,triviaqa_rc_nocontext_validation_1000,train,Which volcano in Tanzania is the highest mountain in Africa?,,Kilimanjaro | Mawensi | Mt. Kilimanjaro | Kibo (volcano) | Mount killimanjaro | Highest mountain in Africa | Kilimanjaro Massif | Stella Point | Kilimandjaro | Kilimonjaro | Gilman's Point | Killimanjaro | Kilima-Njaro | Kiliminjaro | Mt Kilimanjaro | Kilimanjaro Mountain | Mount Kilimanjaro | Mawenzi | Uhuru Peak | Kilimanjiro | Kaiser-Wilhelm-Spitze | Mt Kilamanjaro | Mount Kiliminjaro | Mount Kilimandjaro | Mount Kilamanjaro | Tussock Grassland (Tanzania) | Kilamanjaro | tussock grassland tanzania | kibo volcano | kaiser wilhelm spitze | gilman s point | kilima njaro,Mount Kilimanjaro,1,,0.9992067234266062,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-13,triviaqa_rc_nocontext_validation_1000,train,The flag of Libya is a plain rectangle of which color?,,"Green | Greenishly | Avacado (color) | Green (color) | Rgb(0, 255, 0) | Greenishness | The colour green | Greenest | List of terms associated with the color green | The color green | Pastel green | (0, 255, 0) | Green (colour) | Greenness | color green | 0 255 0 | green color | rgb 0 255 0 | avacado color | list of terms associated with color green | colour green | green colour",Green,1,,0.9364384571685966,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-14,triviaqa_rc_nocontext_validation_1000,train,Of which African country is Niamey the capital?,,Niger | Niger Republic | Nigerois | Republic Of Niger | The Republic of Niger | Nigerien | Niger (country) | République du Niger | Republique du Niger | ISO 3166-1:NE | NG-NI | iso 3166 1 ne | niger country | ng ni,Niger,1,,0.9993656621178896,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-15,triviaqa_rc_nocontext_validation_1000,validation,Who was the director of the CIA from 1976-81?,,"George Bush | Goerge Bush | George W. Bush (disambiguation) | GeorgeBush | George Bushe | Georg bush | G Bush | George Bush, President | George Bush (disambiguation) | Bush, George | Geroge Bush | bush george | george w bush disambiguation | george bush president | george bush disambiguation",William J. Casey,0,,0.9104198240848086,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-16,triviaqa_rc_nocontext_validation_1000,train,Which musical featured the song The Street Where You Live?,,My Fair Lady | My Fair Lady (2010 film) | Enry Iggins | Why Can't the English%3F | My Fair Lady (upcoming film) | My Fair Lady (musical) | I'm an Ordinary Man | My Fair Lady (2014 film) | My Fair Lady (2012 film) | My Fair Lady (2015 film) | my fair lady musical | my fair lady 2010 film | why can t english 3f | my fair lady upcoming film | my fair lady 2012 film | my fair lady 2014 film | my fair lady 2015 film | i m ordinary man,"""My Fair Lady""",1,,0.6974660674350638,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-17,triviaqa_rc_nocontext_validation_1000,train,"""Who was the target of the failed """"Bomb Plot"""" of 1944?""",,"Hitler | Hitlerian | Adolph Schicklgruber | HitlerAdolf | Hitler's medical health | Adolf Hitle | Hitlar | Adolph Hiedler | Adolf Hiedler | Adolph Hittler | Day of Potsdam | Adolpf Hitler | Adolf Hister | Adolf Hitlier | Adolph Hitler's health | Hitler's health | Hitlers | Aldof Hilter | Hitler, Adolph | History of Adolf Hitler | Hitler,Adolph | Adolph Hiter | Adolf Hittler | Herr Hitler | Hitler,Adolf | Adolf Schicklegruber | Adolf hitler | Adlof hitler | Adolph Schickelgruber | Hitler Adolf | Hitlers medical health | HitlerAdolph | Adolph Schicklegruber | Adolf Hiler | Adolf Hitler's medical condition | Hittler | Adolf Schickelgruber | Hitler's | Hitler, adolf | Nazi leader | Herr Wolf | Adolph Hitler's medical health | Adolph Hitler | Adolf Hitler's health | Adolf Schicklgruber | AdolphHitler | Adolf Hilter | Health of Adolf Hitler | Adolf Hitler's medical health | Hitler Adolph | AdolfHitler | Hitlet | Adoff Hitler | Adolfus Hitler | hitler s medical health | adolf hitler s health | hitler s | adolf hitler s medical health | hitler s health | adolf hitler s medical condition | adolph hitler s medical health | adolph hitler s health",Adolf Hitler,1,,0.5018249412337981,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-18,triviaqa_rc_nocontext_validation_1000,train,Who had an 80s No 1 hit with Hold On To The Nights?,,Richard Marx | Richard Noel Marx,Bonnie Tyler,0,,0.7229584964249527,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-19,triviaqa_rc_nocontext_validation_1000,validation,Who directed the classic 30s western Stagecoach?,,"John Ford | John Ford (1895-1973) | Sean O'Feeney | John Ford (film director) | Ford, John (1895-1973) | Argosy Pictures | John Ford statue | John Martin O'Feeney | John Ford (director) | Cavalry trilogy | John O'Feeney | Sean Aloysius O'Feeney | Ford, John | john ford 1895 1973 | sean o feeney | ford john 1895 1973 | ford john | john o feeney | sean aloysius o feeney | john ford film director | john ford director | john martin o feeney",John Ford,1,,0.9956893043022476,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-20,triviaqa_rc_nocontext_validation_1000,train,Dave Gilmore and Roger Waters were in which rock group?,,Pink Floyd | Grey Floyd | Pink Floyd trivia | The Screaming Ab Dabs | Pink flowd | The Meggadeaths | The Architectural Abdabs | Pink Flod | The Pink Floyd | Notable or frequent contributors to pink floyd | The Tea Set | Pinkfloyd | Pi5 | Pink floid | Pink Floyd (band) | The T Set | Screaming abdabs | The Megadeaths | Pik floyd | The Pink Floyd Sound | The T-Set | The Screaming Abdabs | Clive Metcalfe | Meggadeaths | megadeaths | pink floyd band | screaming ab dabs | architectural abdabs | pink floyd sound | tea set | t set,Pink Floyd,1,,0.9998115373253355,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-21,triviaqa_rc_nocontext_validation_1000,validation,Which highway was Revisited in a classic 60s album by Bob Dylan?,,61 | sixty-one | sixty one,Highway 61 Revisited,1,,0.9826185009269292,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-22,triviaqa_rc_nocontext_validation_1000,train,Which was the only eastern bloc country to participate in the 1984 LA Olympics?,,Rumania | ISO 3166-1:RO | Romanian state | ROMANIA | Roumania | Etymology of Romania | Romainia | Romînia | North Danubian region | Carpathian Danubian space | ROU | România | Roumanie | Country ROM | Rromania | Republic of Romania | RO (country) | Rumänien | Danubian-Carpathian Area | Austro-Hungarian Empire (Romania) | Rumunia | danubian carpathian area | austro hungarian empire romania | iso 3166 1 ro | ro country,Romania,1,,0.7951118618298214,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-23,triviaqa_rc_nocontext_validation_1000,train,Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,,Wild Palms,"Firefly

(Note: While James Belushi",0,,0.756578171978927,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-24,triviaqa_rc_nocontext_validation_1000,train,If I Were A Rich Man Was a big hit from which stage show?,,Fiddler on the Roof | Fiddler on a Roof | Sprintze | 2 life | The Fiddler on the Roof | Fiddler on the reoof | Anatevka | fiddler on roof | fiddler on reoof,Fiddler on the Roof,1,,0.9360488707632646,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-25,triviaqa_rc_nocontext_validation_1000,test,Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,,Mutiny On The Bounty | HMS Bounty mutineers | Mutiny on Bounty | Mutiny on the Bounty (history) | Bounty (vessel) | Thomas Ledward | mutiny on bounty history | bounty vessel,Robinson Crusoe,0,,0.8080145875919047,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-26,triviaqa_rc_nocontext_validation_1000,train,What was Truman Capote's last name before he was adopted by his stepfather?,,Persons | Perſons | Person | Person (philosophical) | Personhood Theory | Perſon | A person | person philosophical,"Truman

(Note: The answer ""Truman",0,,0.6325023439046364,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-27,triviaqa_rc_nocontext_validation_1000,test,"In Lewis Carroll's poem The Hunting of the Snark, what did the elusive, troublesome snark turn into to fool hunters?",,A boojum | Boojum (disambiguation) | Boojum | boojum disambiguation,A mirage or illusion.,0,,0.5462640573194155,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-28,triviaqa_rc_nocontext_validation_1000,train,"In the Bible, who did the sun and moon stand still before?",,Joshua | Joshua of ephraim | Y'hosheya | Yehoshea | Yahushua | Yoshea | Yehoshua%60 | Yūsha | Yhoshoa | Joshua bin Nun | Joshua Ben Nun | Yehosha | Jehoshua | Yahusha | Yhoshua | Joshua Bin-Nun | Yhoshua Ben Nun | Yoshia | Yehoshua Ben Nun | Y'hoshiya | Yhoshea | Y'hoshea | Yhosheya | Yoshoa | Josue | Yhoshia | Y'hoshua | Yhosha | Yusha' | Yhoshiya | Y'hoshia | Joshua's Prayer | Ieshua | Y'hoshoa | Yoshua | Y'hosha | Joshuah | يوشع | Yehoshia | Jesus Navin | Joshua in Islam | Joshua's conquests | Yosheya | Joshua son of Nun | Yehoshoa | Yehoshiya | Yĕhōshūa‘ | Yehosheya | Yosha | Jehoshuah | יְהוֹשֻׁעַ | yehoshua 60 | yusha | y hoshea | joshua s prayer | y hoshua | y hoshoa | yĕhōshūa | y hosheya | joshua s conquests | y hoshiya | y hoshia | y hosha,Joshua before the walls of Jericho fell.,1,,0.8797347033597592,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-29,triviaqa_rc_nocontext_validation_1000,train,What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,,Dangerous Minds | Dangerous Minds (film) | My Posse Don't Do Homework | my posse don t do homework | dangerous minds film,Girl on the Bridge,0,,0.8455797435557362,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-30,triviaqa_rc_nocontext_validation_1000,test,What was President Gerald Ford's middle name?,,Rudolph | Rudolph (disambiguation) | Rudolf | Rodolph | Rodolphe | rudolph disambiguation,Thomas,0,,0.9938831152901841,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-31,triviaqa_rc_nocontext_validation_1000,train,Art Garfunkel trained for which profession although he didn't qualify?,,"Architect | Master Builder (occupation) | Registered Architect | Architects | Architecht | HOK Canada, Inc. | Stanford Downey Architects Inc. | Graziani + Corazza | Architechts | Clifford & Lawrie | master builder occupation | graziani corazza | clifford lawrie | hok canada inc | stanford downey architects inc",Musician,0,,0.40712089191749024,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-32,triviaqa_rc_nocontext_validation_1000,test,Who was the last inmate of Spandau jail in Berlin?,,"Rudolf Hess | Hess, Rudolf | Rudolf W. Hess | Rudolph Hess | Walther Richard Rudolf Hess | Rudolf Walter Richard Hess | Rudolf Walter Richard Heß | Rudolph Heß | Rudolf Heß | Rudolf Hesse | hess rudolf | rudolf w hess",Rudolf Hess,1,,0.8895613815620047,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-33,triviaqa_rc_nocontext_validation_1000,train,What was Eddie Murphy's first movie?,,48 Hours | 48 time | forty-eight  time | forty eight time,Soapdish,0,,0.556021364670845,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-34,triviaqa_rc_nocontext_validation_1000,train,In the 80s who wrote the novel Empire of The Sun?,,J. G. Ballard | JG Ballard | J.G. Ballard | James Graham Ballard | J.G.Ballard | A User's Guide to the Millenium | J G Ballard | Ballardian | James G. Ballard | user s guide to millenium | james g ballard,William Gibson,0,,0.7531255265728911,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-35,triviaqa_rc_nocontext_validation_1000,train,Kagoshima international airport is in which country?,,Japan | 日本國 | State of Japan | Ja-pan | Nihon | Nippon | Japang | Modern–era Japan | Etymology of Japan | Japan (country) | Republic of Japan | Japanese financial sector | Nihon-koku | ISO 3166-1:JP | 日本 | Japian | The State of Japan | Riben | Nippon-koku | JPN | Jpan | Rìběn | 日本国 | Japao | Japoa | 🗾 | nihon koku | iso 3166 1 jp | japan country | nippon koku | ja pan,Japan,1,,0.9982479884646585,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-36,triviaqa_rc_nocontext_validation_1000,train,In which sport could the Pacers take on the Pistons?,,A: Basketball | Basketball | Basketball gear | Bball | Boy's Basketball | B Ball | Shoot hoops | Basketball parity worldwide | Men's Basketball | High school basketball | Basketball Worldwide | Basketball club | B-ball | Basket-ball | Basketball team | 🏀 | Basketball rim | Basketballer | Rim (basketball) | Basket ball | Basketball net | Baksetball | Basketball player | Women's hoops | Baketball | Unicycle basketball | men s basketball | boy s basketball | rim basketball | women s hoops,Basketball,1,,0.918030190413987,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-37,triviaqa_rc_nocontext_validation_1000,train,Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,,Stars on 45 medley | Stars on 45 (Single) | Stars on 45 (song) | Medley: Intro Venus / Sugar Sugar / No Reply / I'll Be Back / Drive My Car / Do You Want to Know a Secret / We Can Work It Out / I Should Have Known Better / Nowhere Man / You're Going to Lose That Girl / Stars on 45 | stars on 45 song | stars on 45 single | medley intro venus sugar sugar no reply i ll be back drive my car do you want to know secret we can work it out i should have known better nowhere man you re going to lose that girl stars on 45,"""I'd Really Prefer If You Didn",0,,0.6541905063460964,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-38,triviaqa_rc_nocontext_validation_1000,train,Where in Canada is the Lion's Gate bridge?,,"Vancouver | Vancouver, Canada | Vancouver (Canada) | Corpus Christi Elementary School (Canada) | UN/LOCODE:CAVAN | Vancouver, British Columbia, Canada | Vancouver, BC, Canada | Vancouver, British-Columbia | Vancouver, B.C., Canada | Vancouver, British Colombia | Vancover, British Columbia | Vansterdam | Vancouver (BC) | Hastings East (Vancouver) | Vancouver British Columbia | Vancouver Canada | City of Vancouver | Vancouver, BC | Vancouver (B.C.) | Vancouver City Centre, British Columbia | Vancouver, B.C. | South Vancouver, British Columbia | Vancouverite | Vancouver, British Columbia | Vancouver Christian School | Vancouvr | Hong kouver | Vancouverites | Hongcouver | Corpus Christi Elementary | Hong couver | Greater Vancouver Bridges | Vancover | Vanocuver | Vancouver BC | south vancouver british columbia | vancouver british colombia | vancouver bc canada | un locode cavan | vancouver b c canada | vancouver city centre british columbia | hastings east vancouver | vancover british columbia | corpus christi elementary school canada | vancouver b c | vancouver british columbia canada","Vancouver, British Columbia",1,,0.970152677416313,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-39,triviaqa_rc_nocontext_validation_1000,train,What was Walter Matthau's first movie?,,The Kentuckian | kentuckian,The Man with the Golden Arm (1959),0,,0.8276651490216897,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-40,triviaqa_rc_nocontext_validation_1000,train,Otis Barton was a pioneer in exploring where?,,Underwater | Under water | Underwater life | Undersea,The Rocky Mountains,0,,0.44730222641911116,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-41,triviaqa_rc_nocontext_validation_1000,train,Where in England was actor Nigel Hawthorne born?,,"Coventry | Cofantre | Coventry (city) | Coventry, Warwickshire | Coventry, UK | Coventry, England | City of Coventry | County Borough of Coventry | Coventry (borough) | Coventry City council | Coventry, United Kingdom | Metropolitan Borough of Coventry | coventry uk | coventry united kingdom | coventry borough | coventry city | coventry england | coventry warwickshire","London, England",0,,0.585345177644814,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-42,triviaqa_rc_nocontext_validation_1000,train,"What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon?",,A manticore | The Manticore | manticore,Griffin,0,,0.7123982251247262,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-43,triviaqa_rc_nocontext_validation_1000,train,"In Greek mythology, who were Arges, Brontes and Steropes?",,Cyclopes | Cyclopes (disambiguation) | cyclopes disambiguation,The Briarean Siblings,0,,0.6918535647769332,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-44,triviaqa_rc_nocontext_validation_1000,test,Which musician founded the Red Hot Peppers?,,Jelly Roll Morton | Ferdinand Joseph La Menthe | Louise Monette | Ferdinand Morton | Ferdinand %22Jelly Roll%22 Morton | F.P. Lamothe | Ferdinand Lamothe | Jellyroll Morton | Ferdinand Joseph Morton | Joseph Ferdinand Morton | Ferdinand Joseph Lamothe | Jelly-Roll Morton | f p lamothe | ferdinand 22jelly roll 22 morton,Jimi Hendrix,0,,0.8751002871863711,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-45,triviaqa_rc_nocontext_validation_1000,train,Where did the Shinning Path terrorists operate?,,Peru | Lower Peru | Name of Peru | Republic of Peru | Etymology of Peru | ISO 3166-1:PE | Piruw | Peruano | República del Perú | El Perú | Republic of Perú | Peruvian Republic | Peruvian | Péru | Piruw Ripuwlika | El Peru | Perú | Perù | Piruw Suyu | Pérou | Peruvia | iso 3166 1 pe,Northern Ireland,0,,0.5507357053420416,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-46,triviaqa_rc_nocontext_validation_1000,test,How old was Jimi Hendrix when he died?,,27 | twenty-seven | twenty seven,27 years old,1,,0.9967351147780724,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-47,triviaqa_rc_nocontext_validation_1000,train,Which Brit broke the land speed record in 1990 in Thrust 2?,,Richard Noble,Andy Green,0,,0.8077386570115763,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-48,triviaqa_rc_nocontext_validation_1000,test,In which state was Gene Vincent born?,,"Virginia | US-VA | State of Virginia | Virginia, USA | Tenth State | Religion in Virginia | Virginia (USA state) | Virginia (state) | Commonwealth of VA | Rest of Virginia | Mother of Presidents | The Old Dominion | VA (state) | Commonwealth of Virginia | Virginian Commonwealth | The Mother of Presidents | Virginia, United States | Council of Virginia | Sports in Virginia | Viginia | Virginia (U.S. state) | 10th State | Virgina | The Commonwealth of Virginia | VA, USA | va state | va usa | virginia usa state | us va | virginia united states | virginia usa | old dominion | virginia state | virginia u s state",Virginia,1,,0.9211330224251568,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-49,triviaqa_rc_nocontext_validation_1000,train,How was the European Recovery Program in the 1940s more commonly known?,,Marshall Plan | European Recovery Programme | The marshal plan | Marshall Aid | European Recovery Program | Marshall Paln | The Marshall Plan | European recovery act | Marshal plan | Organization for European Economic Recovery | Ministère de la Reconstruction | Marshall aid plan | Economic Cooperation Act of 1948 | Operation Rathole,Marshall Plan,1,,0.9326297097586541,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-50,triviaqa_rc_nocontext_validation_1000,train,Brandon Lee died during the making of which movie?,,The Crow | The Crow: Dead Time | The Crow (2016 film) | crow | crow dead time | crow 2016 film,The Crow,1,,0.7419585356256034,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-51,triviaqa_rc_nocontext_validation_1000,validation,Who had a 70s No 1 hit with Let's Do It Again?,,The Staple Singers | Staple Singers | The Staples Singers | Staples Singers | Cleotha Staples,The Commodores,0,,0.606679480754664,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
