run,run_id,weighting,hidden_state_method,hidden_state_layer,signal,n_train,n_validation,n_test,positive_rate_test,test_has_two_classes,weighted,feature_count,p_greater_than_n_train,accuracy_at_0_5,ece,mce,brier,wrong_conf_ge_0_8,wrong_conf_ge_0_9,auc
Phi SQuAD,freegpu-squad1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_generation_confidence,650,150,200,0.93,True,False,3072,True,0.93,0.0383235694708927,0.6546099210622672,0.053994056110109,11,4,0.8300691244239631
Phi SQuAD,freegpu-squad1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_temperature_scaled_confidence,650,150,200,0.93,True,False,3072,True,0.93,0.0267030640533946,0.5942554673176884,0.0529664353850376,10,4,0.8300691244239631
Phi SQuAD,freegpu-squad1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_platt_confidence,650,150,200,0.93,True,False,3072,True,0.93,0.0433678102087335,0.0433678102087335,0.0669625525024169,14,14,0.8300691244239631
Phi SQuAD,freegpu-squad1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_isotonic_confidence,650,150,200,0.93,True,False,3072,True,0.93,0.039090909090909,0.039090909090909,0.0646005509641873,14,14,0.6866359447004609
Phi SQuAD,freegpu-squad1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_platt_conservative_confidence,650,150,200,0.93,True,False,3072,True,0.93,0.0458869749285215,0.6546099210622672,0.0538781389209286,11,4,0.8300691244239631
Phi SQuAD,freegpu-squad1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_isotonic_conservative_confidence,650,150,200,0.93,True,False,3072,True,0.93,0.0423464156460314,0.6546099210622672,0.0543409420592995,11,4,0.8185483870967742
Phi SQuAD,freegpu-squad1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,hidden_only_probe_confidence,650,150,200,0.93,True,False,3072,True,0.93,0.066182710399532,0.9471361374988128,0.0641195436358886,10,10,0.8314132104454686
Phi SQuAD,freegpu-squad1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,hidden_conservative_confidence,650,150,200,0.93,True,False,3072,True,0.93,0.0404525727382629,0.9471361374988128,0.052890960683603,7,3,0.8867127496159755
Phi SQuAD,freegpu-squad1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_plus_hidden_confidence,650,150,200,0.93,True,False,3072,True,0.93,0.065298740734339,0.9568531392082888,0.0631955616365886,10,10,0.8287250384024577
Phi SQuAD,freegpu-squad1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_plus_hidden_conservative_confidence,650,150,200,0.93,True,False,3072,True,0.93,0.0398945041792735,0.9568531392082888,0.0522979884838902,7,3,0.8867127496159755
Phi SQuAD,freegpu-squad1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,probe_score_plus_raw_confidence,650,150,200,0.93,True,False,3072,True,0.93,0.0637604737048813,0.8994930394682318,0.0619448810538646,10,10,0.8506144393241167
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,weighted,answer_mean,-1,raw_generation_confidence,650,150,200,0.54,True,True,3072,True,0.565,0.3168565231878469,0.5677124346719619,0.2891792605167781,44,17,0.8514492753623188
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,weighted,answer_mean,-1,raw_temperature_scaled_confidence,650,150,200,0.54,True,True,3072,True,0.565,0.1759211810982071,0.4753178319030723,0.2118373368871139,0,0,0.8514492753623188
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,weighted,answer_mean,-1,raw_platt_confidence,650,150,200,0.54,True,True,3072,True,0.755,0.1115869728054946,0.1976159896684326,0.170497786676424,0,0,0.8514492753623188
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,weighted,answer_mean,-1,raw_isotonic_confidence,650,150,200,0.54,True,True,3072,True,0.74,0.0638112781954887,0.3333333333333333,0.176769192040251,2,2,0.8041968599033816
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,weighted,answer_mean,-1,raw_platt_conservative_confidence,650,150,200,0.54,True,True,3072,True,0.755,0.1115869728054946,0.1976159896684326,0.170497786676424,0,0,0.8514492753623188
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,weighted,answer_mean,-1,raw_isotonic_conservative_confidence,650,150,200,0.54,True,True,3072,True,0.74,0.0635156861248027,0.3333333333333333,0.1766546752344967,2,2,0.8073168276972624
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,weighted,answer_mean,-1,hidden_only_probe_confidence,650,150,200,0.54,True,True,3072,True,0.73,0.2073197726957432,0.6954724037753548,0.2206376577423729,17,13,0.8065619967793881
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,weighted,answer_mean,-1,hidden_conservative_confidence,650,150,200,0.54,True,True,3072,True,0.73,0.1576535205502543,0.6954724037753548,0.2011656173710933,11,3,0.8306159420289855
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,weighted,answer_mean,-1,raw_plus_hidden_confidence,650,150,200,0.54,True,True,3072,True,0.745,0.1956753035632517,0.3191349998292859,0.2141102196212037,17,13,0.8135064412238325
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,weighted,answer_mean,-1,raw_plus_hidden_conservative_confidence,650,150,200,0.54,True,True,3072,True,0.745,0.1559617533977862,0.3191349998292859,0.1974289070269077,12,3,0.8340378421900161
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,weighted,answer_mean,-1,probe_score_plus_raw_confidence,650,150,200,0.54,True,True,3072,True,0.745,0.1542970241054507,0.2690313751485556,0.2005333188268978,15,9,0.8198470209339774
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_generation_confidence,650,150,200,0.54,True,False,3072,True,0.565,0.3168565231878469,0.5677124346719619,0.2891792605167781,44,17,0.8514492753623188
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_temperature_scaled_confidence,650,150,200,0.54,True,False,3072,True,0.565,0.1759211810982071,0.4753178319030723,0.2118373368871139,0,0,0.8514492753623188
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_platt_confidence,650,150,200,0.54,True,False,3072,True,0.755,0.1115869728054946,0.1976159896684326,0.170497786676424,0,0,0.8514492753623188
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_isotonic_confidence,650,150,200,0.54,True,False,3072,True,0.74,0.0638112781954887,0.3333333333333333,0.176769192040251,2,2,0.8041968599033816
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_platt_conservative_confidence,650,150,200,0.54,True,False,3072,True,0.755,0.1115869728054946,0.1976159896684326,0.170497786676424,0,0,0.8514492753623188
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_isotonic_conservative_confidence,650,150,200,0.54,True,False,3072,True,0.74,0.0635156861248027,0.3333333333333333,0.1766546752344967,2,2,0.8073168276972624
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,hidden_only_probe_confidence,650,150,200,0.54,True,False,3072,True,0.73,0.2040381177204673,0.5881208343487638,0.2205942468314399,16,13,0.8073671497584541
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,hidden_conservative_confidence,650,150,200,0.54,True,False,3072,True,0.73,0.1580072351197776,0.300634126674478,0.2016143022434341,11,3,0.8307165861513688
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_plus_hidden_confidence,650,150,200,0.54,True,False,3072,True,0.74,0.1967036277743787,0.3515807639307799,0.2146717227357861,17,13,0.813305152979066
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,raw_plus_hidden_conservative_confidence,650,150,200,0.54,True,False,3072,True,0.74,0.1640971484186667,0.3515807639307799,0.1983903636207701,12,3,0.8329307568438004
Phi TriviaQA,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,unweighted,answer_mean,-1,probe_score_plus_raw_confidence,650,150,200,0.54,True,False,3072,True,0.74,0.1576641460558602,0.3939861098519237,0.2007614197659911,15,9,0.8201489533011272
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_generation_confidence,650,150,200,0.65,True,True,2048,True,0.65,0.2489786310840339,0.3178989615634144,0.2909880753764364,64,35,0.5125274725274725
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_temperature_scaled_confidence,650,150,200,0.65,True,True,2048,True,0.65,0.1307024594383149,0.1307024594383149,0.2443533580507017,0,0,0.5125274725274725
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_platt_confidence,650,150,200,0.65,True,True,2048,True,0.505,0.1486629030730165,0.1703257918315116,0.2495554433544213,0,0,0.5125274725274725
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_isotonic_confidence,650,150,200,0.65,True,True,2048,True,0.445,0.1737741025337544,1.0,0.2600341407097506,5,5,0.5312637362637362
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_platt_conservative_confidence,650,150,200,0.65,True,True,2048,True,0.505,0.1486629030730165,0.1703257918315116,0.2495554433544213,0,0,0.5125274725274725
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_isotonic_conservative_confidence,650,150,200,0.65,True,True,2048,True,0.445,0.1725841662609921,1.0,0.2595248556532995,5,5,0.5304945054945055
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,hidden_only_probe_confidence,650,150,200,0.65,True,True,2048,True,0.835,0.142019061662539,0.5901339395926946,0.1364360444728983,13,12,0.901868131868132
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,hidden_conservative_confidence,650,150,200,0.65,True,True,2048,True,0.835,0.1211250675240738,0.5901339395926946,0.1338563196753647,11,6,0.8757142857142857
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_plus_hidden_confidence,650,150,200,0.65,True,True,2048,True,0.84,0.142931722831602,0.7149754463641563,0.1367904104807677,13,12,0.9024175824175824
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_plus_hidden_conservative_confidence,650,150,200,0.65,True,True,2048,True,0.84,0.1226615230968478,0.7149754463641563,0.1340029077291109,11,6,0.8751648351648351
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,probe_score_plus_raw_confidence,650,150,200,0.65,True,True,2048,True,0.835,0.1114631587340341,0.6275515426622675,0.127036679626615,12,10,0.9028571428571428
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_generation_confidence,650,150,200,0.65,True,False,2048,True,0.65,0.2489786310840339,0.3178989615634144,0.2909880753764364,64,35,0.5125274725274725
