id,split,hidden_state_method
triviaqa-rc.nocontext-validation-208,train,answer_mean
triviaqa-rc.nocontext-validation-209,train,answer_mean
triviaqa-rc.nocontext-validation-210,train,answer_mean
triviaqa-rc.nocontext-validation-211,train,answer_mean
triviaqa-rc.nocontext-validation-212,train,answer_mean
triviaqa-rc.nocontext-validation-213,train,answer_mean
triviaqa-rc.nocontext-validation-215,train,answer_mean
triviaqa-rc.nocontext-validation-221,train,answer_mean
triviaqa-rc.nocontext-validation-222,train,answer_mean
triviaqa-rc.nocontext-validation-226,train,answer_mean
triviaqa-rc.nocontext-validation-227,train,answer_mean
triviaqa-rc.nocontext-validation-229,train,answer_mean
triviaqa-rc.nocontext-validation-231,train,answer_mean
triviaqa-rc.nocontext-validation-232,train,answer_mean
triviaqa-rc.nocontext-validation-236,train,answer_mean
triviaqa-rc.nocontext-validation-237,train,answer_mean
triviaqa-rc.nocontext-validation-239,train,answer_mean
triviaqa-rc.nocontext-validation-240,train,answer_mean
triviaqa-rc.nocontext-validation-241,train,answer_mean
triviaqa-rc.nocontext-validation-244,train,answer_mean
triviaqa-rc.nocontext-validation-247,train,answer_mean
triviaqa-rc.nocontext-validation-249,train,answer_mean
triviaqa-rc.nocontext-validation-251,train,answer_mean
triviaqa-rc.nocontext-validation-256,train,answer_mean
triviaqa-rc.nocontext-validation-258,train,answer_mean
triviaqa-rc.nocontext-validation-259,train,answer_mean
triviaqa-rc.nocontext-validation-260,train,answer_mean
triviaqa-rc.nocontext-validation-261,train,answer_mean
triviaqa-rc.nocontext-validation-262,train,answer_mean
triviaqa-rc.nocontext-validation-263,train,answer_mean
triviaqa-rc.nocontext-validation-264,train,answer_mean
triviaqa-rc.nocontext-validation-265,train,answer_mean
triviaqa-rc.nocontext-validation-266,train,answer_mean
triviaqa-rc.nocontext-validation-267,train,answer_mean
triviaqa-rc.nocontext-validation-268,train,answer_mean
triviaqa-rc.nocontext-validation-272,train,answer_mean
triviaqa-rc.nocontext-validation-275,train,answer_mean
triviaqa-rc.nocontext-validation-277,train,answer_mean
triviaqa-rc.nocontext-validation-278,train,answer_mean
triviaqa-rc.nocontext-validation-279,train,answer_mean
triviaqa-rc.nocontext-validation-280,train,answer_mean
triviaqa-rc.nocontext-validation-282,train,answer_mean
triviaqa-rc.nocontext-validation-283,train,answer_mean
triviaqa-rc.nocontext-validation-286,train,answer_mean
triviaqa-rc.nocontext-validation-287,train,answer_mean
triviaqa-rc.nocontext-validation-288,train,answer_mean
triviaqa-rc.nocontext-validation-289,train,answer_mean
triviaqa-rc.nocontext-validation-290,train,answer_mean
triviaqa-rc.nocontext-validation-291,train,answer_mean
triviaqa-rc.nocontext-validation-293,train,answer_mean
triviaqa-rc.nocontext-validation-294,train,answer_mean
triviaqa-rc.nocontext-validation-295,train,answer_mean
triviaqa-rc.nocontext-validation-297,train,answer_mean
triviaqa-rc.nocontext-validation-298,train,answer_mean
triviaqa-rc.nocontext-validation-299,train,answer_mean
triviaqa-rc.nocontext-validation-301,train,answer_mean
triviaqa-rc.nocontext-validation-302,train,answer_mean
triviaqa-rc.nocontext-validation-303,train,answer_mean
triviaqa-rc.nocontext-validation-304,train,answer_mean
triviaqa-rc.nocontext-validation-306,train,answer_mean
triviaqa-rc.nocontext-validation-307,train,answer_mean
triviaqa-rc.nocontext-validation-308,train,answer_mean
triviaqa-rc.nocontext-validation-309,train,answer_mean
triviaqa-rc.nocontext-validation-310,train,answer_mean
triviaqa-rc.nocontext-validation-311,train,answer_mean
triviaqa-rc.nocontext-validation-312,train,answer_mean
triviaqa-rc.nocontext-validation-313,train,answer_mean
triviaqa-rc.nocontext-validation-315,train,answer_mean
triviaqa-rc.nocontext-validation-316,train,answer_mean
triviaqa-rc.nocontext-validation-317,train,answer_mean
triviaqa-rc.nocontext-validation-318,train,answer_mean
triviaqa-rc.nocontext-validation-320,train,answer_mean
triviaqa-rc.nocontext-validation-321,train,answer_mean
triviaqa-rc.nocontext-validation-324,train,answer_mean
triviaqa-rc.nocontext-validation-325,train,answer_mean
triviaqa-rc.nocontext-validation-326,train,answer_mean
triviaqa-rc.nocontext-validation-327,train,answer_mean
triviaqa-rc.nocontext-validation-328,train,answer_mean
triviaqa-rc.nocontext-validation-329,train,answer_mean
triviaqa-rc.nocontext-validation-330,train,answer_mean
triviaqa-rc.nocontext-validation-333,train,answer_mean
triviaqa-rc.nocontext-validation-334,train,answer_mean
triviaqa-rc.nocontext-validation-335,train,answer_mean
triviaqa-rc.nocontext-validation-336,train,answer_mean
triviaqa-rc.nocontext-validation-337,train,answer_mean
triviaqa-rc.nocontext-validation-339,train,answer_mean
triviaqa-rc.nocontext-validation-340,train,answer_mean
triviaqa-rc.nocontext-validation-341,train,answer_mean
triviaqa-rc.nocontext-validation-342,train,answer_mean
triviaqa-rc.nocontext-validation-343,train,answer_mean
triviaqa-rc.nocontext-validation-345,train,answer_mean
triviaqa-rc.nocontext-validation-349,train,answer_mean
triviaqa-rc.nocontext-validation-350,train,answer_mean
triviaqa-rc.nocontext-validation-351,train,answer_mean
triviaqa-rc.nocontext-validation-353,train,answer_mean
triviaqa-rc.nocontext-validation-354,train,answer_mean
triviaqa-rc.nocontext-validation-355,train,answer_mean
triviaqa-rc.nocontext-validation-356,train,answer_mean
triviaqa-rc.nocontext-validation-357,train,answer_mean
triviaqa-rc.nocontext-validation-358,train,answer_mean
triviaqa-rc.nocontext-validation-359,train,answer_mean
triviaqa-rc.nocontext-validation-360,train,answer_mean
triviaqa-rc.nocontext-validation-361,train,answer_mean
triviaqa-rc.nocontext-validation-364,train,answer_mean
triviaqa-rc.nocontext-validation-365,train,answer_mean
triviaqa-rc.nocontext-validation-366,train,answer_mean
triviaqa-rc.nocontext-validation-368,train,answer_mean
triviaqa-rc.nocontext-validation-369,train,answer_mean
triviaqa-rc.nocontext-validation-372,train,answer_mean
triviaqa-rc.nocontext-validation-374,train,answer_mean
triviaqa-rc.nocontext-validation-375,train,answer_mean
triviaqa-rc.nocontext-validation-376,train,answer_mean
triviaqa-rc.nocontext-validation-377,train,answer_mean
triviaqa-rc.nocontext-validation-378,train,answer_mean
triviaqa-rc.nocontext-validation-380,train,answer_mean
triviaqa-rc.nocontext-validation-381,train,answer_mean
triviaqa-rc.nocontext-validation-383,train,answer_mean
triviaqa-rc.nocontext-validation-384,train,answer_mean
triviaqa-rc.nocontext-validation-385,train,answer_mean
triviaqa-rc.nocontext-validation-386,train,answer_mean
triviaqa-rc.nocontext-validation-391,train,answer_mean
triviaqa-rc.nocontext-validation-392,train,answer_mean
triviaqa-rc.nocontext-validation-393,train,answer_mean
triviaqa-rc.nocontext-validation-395,train,answer_mean
triviaqa-rc.nocontext-validation-396,train,answer_mean
triviaqa-rc.nocontext-validation-397,train,answer_mean
triviaqa-rc.nocontext-validation-398,train,answer_mean
triviaqa-rc.nocontext-validation-400,train,answer_mean
triviaqa-rc.nocontext-validation-401,train,answer_mean
triviaqa-rc.nocontext-validation-402,train,answer_mean
triviaqa-rc.nocontext-validation-403,train,answer_mean
triviaqa-rc.nocontext-validation-404,train,answer_mean
triviaqa-rc.nocontext-validation-406,train,answer_mean
triviaqa-rc.nocontext-validation-407,train,answer_mean
triviaqa-rc.nocontext-validation-409,train,answer_mean
triviaqa-rc.nocontext-validation-411,train,answer_mean
triviaqa-rc.nocontext-validation-413,train,answer_mean
triviaqa-rc.nocontext-validation-414,train,answer_mean
triviaqa-rc.nocontext-validation-415,train,answer_mean
triviaqa-rc.nocontext-validation-417,train,answer_mean
triviaqa-rc.nocontext-validation-418,train,answer_mean
triviaqa-rc.nocontext-validation-419,train,answer_mean
triviaqa-rc.nocontext-validation-421,train,answer_mean
triviaqa-rc.nocontext-validation-422,train,answer_mean
triviaqa-rc.nocontext-validation-423,train,answer_mean
triviaqa-rc.nocontext-validation-424,train,answer_mean
triviaqa-rc.nocontext-validation-425,train,answer_mean
triviaqa-rc.nocontext-validation-426,train,answer_mean
triviaqa-rc.nocontext-validation-427,train,answer_mean
triviaqa-rc.nocontext-validation-428,train,answer_mean
triviaqa-rc.nocontext-validation-430,train,answer_mean
triviaqa-rc.nocontext-validation-431,train,answer_mean
triviaqa-rc.nocontext-validation-434,train,answer_mean
triviaqa-rc.nocontext-validation-435,train,answer_mean
triviaqa-rc.nocontext-validation-436,train,answer_mean
triviaqa-rc.nocontext-validation-437,train,answer_mean
triviaqa-rc.nocontext-validation-439,train,answer_mean
triviaqa-rc.nocontext-validation-440,train,answer_mean
triviaqa-rc.nocontext-validation-442,train,answer_mean
triviaqa-rc.nocontext-validation-443,train,answer_mean
triviaqa-rc.nocontext-validation-444,train,answer_mean
triviaqa-rc.nocontext-validation-446,train,answer_mean
triviaqa-rc.nocontext-validation-447,train,answer_mean
triviaqa-rc.nocontext-validation-449,train,answer_mean
triviaqa-rc.nocontext-validation-450,train,answer_mean
triviaqa-rc.nocontext-validation-451,train,answer_mean
triviaqa-rc.nocontext-validation-452,train,answer_mean
triviaqa-rc.nocontext-validation-454,train,answer_mean
triviaqa-rc.nocontext-validation-455,train,answer_mean
triviaqa-rc.nocontext-validation-456,train,answer_mean
triviaqa-rc.nocontext-validation-457,train,answer_mean
triviaqa-rc.nocontext-validation-458,train,answer_mean
triviaqa-rc.nocontext-validation-460,train,answer_mean
triviaqa-rc.nocontext-validation-461,train,answer_mean
triviaqa-rc.nocontext-validation-463,train,answer_mean
triviaqa-rc.nocontext-validation-466,train,answer_mean
triviaqa-rc.nocontext-validation-467,train,answer_mean
triviaqa-rc.nocontext-validation-468,train,answer_mean
triviaqa-rc.nocontext-validation-471,train,answer_mean
triviaqa-rc.nocontext-validation-472,train,answer_mean
triviaqa-rc.nocontext-validation-474,train,answer_mean
triviaqa-rc.nocontext-validation-475,train,answer_mean
triviaqa-rc.nocontext-validation-476,train,answer_mean
triviaqa-rc.nocontext-validation-477,train,answer_mean
triviaqa-rc.nocontext-validation-480,train,answer_mean
triviaqa-rc.nocontext-validation-481,train,answer_mean
triviaqa-rc.nocontext-validation-482,train,answer_mean
triviaqa-rc.nocontext-validation-483,train,answer_mean
triviaqa-rc.nocontext-validation-485,train,answer_mean
triviaqa-rc.nocontext-validation-487,train,answer_mean
triviaqa-rc.nocontext-validation-488,train,answer_mean
triviaqa-rc.nocontext-validation-489,train,answer_mean
triviaqa-rc.nocontext-validation-490,train,answer_mean
triviaqa-rc.nocontext-validation-491,train,answer_mean
triviaqa-rc.nocontext-validation-493,train,answer_mean
triviaqa-rc.nocontext-validation-494,train,answer_mean
triviaqa-rc.nocontext-validation-495,train,answer_mean
triviaqa-rc.nocontext-validation-496,train,answer_mean
triviaqa-rc.nocontext-validation-499,train,answer_mean
triviaqa-rc.nocontext-validation-501,train,answer_mean
triviaqa-rc.nocontext-validation-502,train,answer_mean
triviaqa-rc.nocontext-validation-503,train,answer_mean
triviaqa-rc.nocontext-validation-504,train,answer_mean
triviaqa-rc.nocontext-validation-506,train,answer_mean
triviaqa-rc.nocontext-validation-507,train,answer_mean
triviaqa-rc.nocontext-validation-508,train,answer_mean
triviaqa-rc.nocontext-validation-509,train,answer_mean
triviaqa-rc.nocontext-validation-510,train,answer_mean
triviaqa-rc.nocontext-validation-513,train,answer_mean
triviaqa-rc.nocontext-validation-514,train,answer_mean
triviaqa-rc.nocontext-validation-515,train,answer_mean
triviaqa-rc.nocontext-validation-516,train,answer_mean
triviaqa-rc.nocontext-validation-518,train,answer_mean
triviaqa-rc.nocontext-validation-520,train,answer_mean
triviaqa-rc.nocontext-validation-522,train,answer_mean
triviaqa-rc.nocontext-validation-523,train,answer_mean
triviaqa-rc.nocontext-validation-524,train,answer_mean
triviaqa-rc.nocontext-validation-525,train,answer_mean
triviaqa-rc.nocontext-validation-527,train,answer_mean
triviaqa-rc.nocontext-validation-528,train,answer_mean
triviaqa-rc.nocontext-validation-530,train,answer_mean
triviaqa-rc.nocontext-validation-531,train,answer_mean
triviaqa-rc.nocontext-validation-532,train,answer_mean
triviaqa-rc.nocontext-validation-533,train,answer_mean
triviaqa-rc.nocontext-validation-534,train,answer_mean
triviaqa-rc.nocontext-validation-535,train,answer_mean
triviaqa-rc.nocontext-validation-536,train,answer_mean
triviaqa-rc.nocontext-validation-537,train,answer_mean
triviaqa-rc.nocontext-validation-538,train,answer_mean
triviaqa-rc.nocontext-validation-539,train,answer_mean
triviaqa-rc.nocontext-validation-542,train,answer_mean
triviaqa-rc.nocontext-validation-544,train,answer_mean
triviaqa-rc.nocontext-validation-547,train,answer_mean
triviaqa-rc.nocontext-validation-548,train,answer_mean
triviaqa-rc.nocontext-validation-550,train,answer_mean
triviaqa-rc.nocontext-validation-554,train,answer_mean
triviaqa-rc.nocontext-validation-555,train,answer_mean
triviaqa-rc.nocontext-validation-556,train,answer_mean
triviaqa-rc.nocontext-validation-557,train,answer_mean
triviaqa-rc.nocontext-validation-559,train,answer_mean
triviaqa-rc.nocontext-validation-560,train,answer_mean
triviaqa-rc.nocontext-validation-561,train,answer_mean
triviaqa-rc.nocontext-validation-564,train,answer_mean
triviaqa-rc.nocontext-validation-568,train,answer_mean
triviaqa-rc.nocontext-validation-571,train,answer_mean
triviaqa-rc.nocontext-validation-572,train,answer_mean
triviaqa-rc.nocontext-validation-573,train,answer_mean
triviaqa-rc.nocontext-validation-575,train,answer_mean
triviaqa-rc.nocontext-validation-576,train,answer_mean
triviaqa-rc.nocontext-validation-577,train,answer_mean
triviaqa-rc.nocontext-validation-578,train,answer_mean
triviaqa-rc.nocontext-validation-579,train,answer_mean
triviaqa-rc.nocontext-validation-581,train,answer_mean
triviaqa-rc.nocontext-validation-582,train,answer_mean
triviaqa-rc.nocontext-validation-583,train,answer_mean
triviaqa-rc.nocontext-validation-585,train,answer_mean
triviaqa-rc.nocontext-validation-586,train,answer_mean
triviaqa-rc.nocontext-validation-587,train,answer_mean
triviaqa-rc.nocontext-validation-588,train,answer_mean
triviaqa-rc.nocontext-validation-589,train,answer_mean
triviaqa-rc.nocontext-validation-592,train,answer_mean
triviaqa-rc.nocontext-validation-593,train,answer_mean
triviaqa-rc.nocontext-validation-594,train,answer_mean
triviaqa-rc.nocontext-validation-595,train,answer_mean
triviaqa-rc.nocontext-validation-596,train,answer_mean
triviaqa-rc.nocontext-validation-599,train,answer_mean
triviaqa-rc.nocontext-validation-600,train,answer_mean
triviaqa-rc.nocontext-validation-601,train,answer_mean
triviaqa-rc.nocontext-validation-605,train,answer_mean
triviaqa-rc.nocontext-validation-606,train,answer_mean
triviaqa-rc.nocontext-validation-607,train,answer_mean
triviaqa-rc.nocontext-validation-608,train,answer_mean
triviaqa-rc.nocontext-validation-609,train,answer_mean
triviaqa-rc.nocontext-validation-611,train,answer_mean
triviaqa-rc.nocontext-validation-612,train,answer_mean
triviaqa-rc.nocontext-validation-614,train,answer_mean
triviaqa-rc.nocontext-validation-615,train,answer_mean
triviaqa-rc.nocontext-validation-617,train,answer_mean
triviaqa-rc.nocontext-validation-619,train,answer_mean
triviaqa-rc.nocontext-validation-620,train,answer_mean
triviaqa-rc.nocontext-validation-622,train,answer_mean
triviaqa-rc.nocontext-validation-624,train,answer_mean
triviaqa-rc.nocontext-validation-625,train,answer_mean
triviaqa-rc.nocontext-validation-626,train,answer_mean
triviaqa-rc.nocontext-validation-627,train,answer_mean
triviaqa-rc.nocontext-validation-628,train,answer_mean
triviaqa-rc.nocontext-validation-629,train,answer_mean
triviaqa-rc.nocontext-validation-630,train,answer_mean
triviaqa-rc.nocontext-validation-631,train,answer_mean
triviaqa-rc.nocontext-validation-632,train,answer_mean
triviaqa-rc.nocontext-validation-634,train,answer_mean
triviaqa-rc.nocontext-validation-635,train,answer_mean
triviaqa-rc.nocontext-validation-636,train,answer_mean
triviaqa-rc.nocontext-validation-637,train,answer_mean
triviaqa-rc.nocontext-validation-638,train,answer_mean
triviaqa-rc.nocontext-validation-639,train,answer_mean
triviaqa-rc.nocontext-validation-641,train,answer_mean
triviaqa-rc.nocontext-validation-644,train,answer_mean
triviaqa-rc.nocontext-validation-645,train,answer_mean
triviaqa-rc.nocontext-validation-647,train,answer_mean
triviaqa-rc.nocontext-validation-648,train,answer_mean
triviaqa-rc.nocontext-validation-649,train,answer_mean
triviaqa-rc.nocontext-validation-651,train,answer_mean
triviaqa-rc.nocontext-validation-652,train,answer_mean
triviaqa-rc.nocontext-validation-653,train,answer_mean
triviaqa-rc.nocontext-validation-657,train,answer_mean
triviaqa-rc.nocontext-validation-659,train,answer_mean
triviaqa-rc.nocontext-validation-660,train,answer_mean
triviaqa-rc.nocontext-validation-662,train,answer_mean
triviaqa-rc.nocontext-validation-664,train,answer_mean
triviaqa-rc.nocontext-validation-666,train,answer_mean
triviaqa-rc.nocontext-validation-668,train,answer_mean
triviaqa-rc.nocontext-validation-670,train,answer_mean
triviaqa-rc.nocontext-validation-672,train,answer_mean
triviaqa-rc.nocontext-validation-673,train,answer_mean
triviaqa-rc.nocontext-validation-676,train,answer_mean
triviaqa-rc.nocontext-validation-678,train,answer_mean
triviaqa-rc.nocontext-validation-679,train,answer_mean
triviaqa-rc.nocontext-validation-680,train,answer_mean
triviaqa-rc.nocontext-validation-681,train,answer_mean
triviaqa-rc.nocontext-validation-682,train,answer_mean
triviaqa-rc.nocontext-validation-683,train,answer_mean
triviaqa-rc.nocontext-validation-684,train,answer_mean
triviaqa-rc.nocontext-validation-688,train,answer_mean
triviaqa-rc.nocontext-validation-690,train,answer_mean
triviaqa-rc.nocontext-validation-691,train,answer_mean
triviaqa-rc.nocontext-validation-693,train,answer_mean
triviaqa-rc.nocontext-validation-694,train,answer_mean
triviaqa-rc.nocontext-validation-695,train,answer_mean
triviaqa-rc.nocontext-validation-697,train,answer_mean
triviaqa-rc.nocontext-validation-700,train,answer_mean
triviaqa-rc.nocontext-validation-702,train,answer_mean
triviaqa-rc.nocontext-validation-703,train,answer_mean
triviaqa-rc.nocontext-validation-707,train,answer_mean
triviaqa-rc.nocontext-validation-708,train,answer_mean
triviaqa-rc.nocontext-validation-710,train,answer_mean
triviaqa-rc.nocontext-validation-711,train,answer_mean
triviaqa-rc.nocontext-validation-712,train,answer_mean
triviaqa-rc.nocontext-validation-713,train,answer_mean
triviaqa-rc.nocontext-validation-716,train,answer_mean
triviaqa-rc.nocontext-validation-719,train,answer_mean
triviaqa-rc.nocontext-validation-720,train,answer_mean
triviaqa-rc.nocontext-validation-722,train,answer_mean
triviaqa-rc.nocontext-validation-723,train,answer_mean
triviaqa-rc.nocontext-validation-726,train,answer_mean
triviaqa-rc.nocontext-validation-727,train,answer_mean
triviaqa-rc.nocontext-validation-729,train,answer_mean
triviaqa-rc.nocontext-validation-731,train,answer_mean
triviaqa-rc.nocontext-validation-732,train,answer_mean
triviaqa-rc.nocontext-validation-737,train,answer_mean
triviaqa-rc.nocontext-validation-740,train,answer_mean
triviaqa-rc.nocontext-validation-741,train,answer_mean
triviaqa-rc.nocontext-validation-742,train,answer_mean
triviaqa-rc.nocontext-validation-743,train,answer_mean
triviaqa-rc.nocontext-validation-744,train,answer_mean
triviaqa-rc.nocontext-validation-745,train,answer_mean
triviaqa-rc.nocontext-validation-748,train,answer_mean
triviaqa-rc.nocontext-validation-750,train,answer_mean
triviaqa-rc.nocontext-validation-752,train,answer_mean
triviaqa-rc.nocontext-validation-756,train,answer_mean
triviaqa-rc.nocontext-validation-757,train,answer_mean
triviaqa-rc.nocontext-validation-760,train,answer_mean
triviaqa-rc.nocontext-validation-761,train,answer_mean
triviaqa-rc.nocontext-validation-763,train,answer_mean
triviaqa-rc.nocontext-validation-765,train,answer_mean
triviaqa-rc.nocontext-validation-766,train,answer_mean
triviaqa-rc.nocontext-validation-769,train,answer_mean
triviaqa-rc.nocontext-validation-770,train,answer_mean
triviaqa-rc.nocontext-validation-771,train,answer_mean
triviaqa-rc.nocontext-validation-772,train,answer_mean
triviaqa-rc.nocontext-validation-774,train,answer_mean
triviaqa-rc.nocontext-validation-775,train,answer_mean
triviaqa-rc.nocontext-validation-776,train,answer_mean
triviaqa-rc.nocontext-validation-778,train,answer_mean
triviaqa-rc.nocontext-validation-779,train,answer_mean
triviaqa-rc.nocontext-validation-782,train,answer_mean
triviaqa-rc.nocontext-validation-783,train,answer_mean
triviaqa-rc.nocontext-validation-785,train,answer_mean
triviaqa-rc.nocontext-validation-788,train,answer_mean
triviaqa-rc.nocontext-validation-789,train,answer_mean
triviaqa-rc.nocontext-validation-790,train,answer_mean
triviaqa-rc.nocontext-validation-792,train,answer_mean
